,constituency,ward,clat,clon,place_id,place_name,place_lat,place_long,place_type
0, Kamukunji,Eastleigh South,-1.2778285,36.8486835,0008ba44b01fe89cb166792953ac3f69b75ea331,Museum Hill Wines,-1.2814593,36.82065459999999,liquor_store
1, Kamukunji,Eastleigh South,-1.2778285,36.8486835,27bf03471deec5d8decb1fe55453d3f1d61547a8,Whisky Delivery Nairobi - Drinks Delivery Kenya,-1.2843427,36.827096,liquor_store
2, Kamukunji,Eastleigh South,-1.2778285,36.8486835,e705afc510a1e327fbfbb43051a0e12d92d74e51,Tach Ventures,-1.2860957,36.8275961,liquor_store
3, Kamukunji,Eastleigh South,-1.2778285,36.8486835,0fc448f2199a27f107473ee31899836ad9f81c98,Limkolyne Traders,-1.2844425,36.8263502,liquor_store
4, Kamukunji,Eastleigh South,-1.2778285,36.8486835,b72b42841b090a81279a212e6a19e39f5bf2a7e7,Dial A Drink Nairobi,-1.2834635,36.8257657,liquor_store
5, Kamukunji,Eastleigh South,-1.2778285,36.8486835,830faaefe54fde17c3bcd57355d203d2d12f5442,DIAL A DRINK KENYA,-1.2829442,36.8249441,liquor_store
6, Kamukunji,Eastleigh South,-1.2778285,36.8486835,24651896f99114786ccbe0a9439d538e34a254c8,Obomo Wines And Spirits,-1.2550335,36.8666921,liquor_store
7, Kamukunji,Eastleigh South,-1.2778285,36.8486835,dd466b4f79c0dc865561d226f14b44b7d30b8524,NAIROBI DRINKS - Alcohol Delivery Kenya,-1.2828549,36.8217024,liquor_store
8, Kamukunji,Eastleigh South,-1.2778285,36.8486835,f8598fe5e6e86e36d62fcc712d1854c0b62dd7c1,Nairobi Alcohol Delivery-Drinks Delivery Kenya,-1.280676,36.819278,liquor_store
9, Kamukunji,Eastleigh South,-1.2778285,36.8486835,8fa21717c3f2f2af89a32cef35459d83249f0217,Urban WineHouse,-1.2815,36.8172535,liquor_store
10, Kamukunji,Eastleigh South,-1.2778285,36.8486835,1c217ad7c1bb6022f98f97244a26ee223b04538f,Alcohol Delivery Nairobi,-1.2835128,36.8175093,liquor_store
11, Kamukunji,Eastleigh South,-1.2778285,36.8486835,8bd8c9a7926357c71826c73d2f8d182b2a4fe455,Superior Wines And Spirits,-1.285483,36.8800601,liquor_store
12, Kamukunji,Eastleigh South,-1.2778285,36.8486835,22108b65060aedeba1f1baf34c1f8169636cb41b,Superior Wines And Spirits,-1.285826,36.880466,liquor_store
13, Kamukunji,Eastleigh South,-1.2778285,36.8486835,a349f5ed0c32218b082a30a770a11766d6ee5292,Business Promotional Solution,-1.2693224,36.8087976,liquor_store
14, Kamukunji,Eastleigh South,-1.2778285,36.8486835,1052ba3f289a738f87e984edc61d1d8209b7250b,Slater & Whittaker,-1.2673286,36.8064362,liquor_store
15, Kamukunji,Eastleigh South,-1.2778285,36.8486835,adac7a63e22ab484a711c303aa5c167d0b7eb41b,Network 24,-1.2774691,36.8504257,liquor_store
